Surname,First name,OU Computer Username,Personal Identifier,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /1.00,Q. 12 /1.00,Q. 13 /1.00,Q. 14 /1.00,Q. 15 /1.00,Q. 16 /1.00,Q. 17 /1.00,Q. 18 /1.00,Q. 19 /1.00,Q. 20 /1.00
b24b379b1056842d3c787cfd67e6c7e0,743c213a2624430833d23fb3caa5bb20,e238d98967b494c5cfd269936089adab,3e040979416be4c624cae371ff7bdbb4,,,e7f30e5ecf4ece58185bc74646693f3f,Finished,22 Apr 2016  20:56,22 Apr 2016  21:32,36 mins 22 secs,17.72,1.00,1.00,0.67,1.00,0.89,1.00,1.00,1.00,0.89,0.89,1.00,1.00,1.00,0.33,0.89,1.00,1.00,1.00,1.00,0.17
92ff661e37d45347411de627bdf970e0,f6a0484d967db3405502a9a7e0b72484,e1396d5628e3b2da13f1d6f3a3ab82b4,ca557cf47e6624bf09704c6044626b66,,,75d7ec6598f016676e82230c7eed5135,In progress,23 Apr 2016  14:15,-,-,-,1.00,0.67,1.00,1.00,-,-,-,0.33,-,-,1.00,-,1.00,1.00,-,1.00,1.00,-,-,0.75
28efdec42577bb88fe905b02fecc6acb,7c5794ef3bd58d1d8a6bfdfd6de10e7d,1a02dc10ff8119a96ea81b114306962a,7af489ba7c4f56b144825f61a6e11188,,,33b1e3e42d6c94ef13aef330f53a1537,Finished,23 Apr 2016  15:25,23 Apr 2016  15:50,24 mins 45 secs,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4b1587eac2444e2bcc4bb65be0db7f11,971331ea046df41c3dbd9d552065c856,9df9155628146e65a4daf58bb9a82407,d50e9038462dd2d560b9f613860634aa,,,55b2db7c288539c8ba28ffcd0665ba7a,Finished,23 Apr 2016  22:07,17 Jun 2016  00:09,54 days 2 hours,16.97,1.00,1.00,1.00,1.00,0.89,0.78,0.58,1.00,0.89,0.56,0.67,1.00,1.00,1.00,0.89,1.00,1.00,0.00,0.89,0.83
1eb70fbd98fcf55b5fb2931d98d365f9,1267c089a528e0388b937e2cb7b643bf,f3bcfb8224067f946a47a0f78dc7aa77,fe962c3f3a9d52cf84d0e3f200c4fe2a,,,6abf71f16abcb192b8522adebff71557,Finished,24 Apr 2016  14:25,24 Apr 2016  15:24,59 mins 15 secs,17.44,1.00,1.00,1.00,0.33,0.89,0.89,1.00,1.00,1.00,0.56,0.22,0.89,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00
178d11b8364da56657527fc83ec92d79,25d3103f94c44af3f1a57a37140abf9e,4dafdcf0c4296fd53a6a087ae7502cc2,5bbf3eef47907104b642933b4d3cdc6b,,,cf2a277fcefd4abc0874a49c0df477e0,Finished,24 Apr 2016  21:05,24 Apr 2016  21:31,25 mins 56 secs,19.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3c98c2f02a0e1c727c5308b909e62965,ad702b0b6fa99d9ad1e59d27375635f4,5df05bb508589fabb7a5244676c13518,1352e5ad87b7171858b955d02cf4b5f4,,,ce7ed4521e8059c60d95ca8e54adb329,In progress,25 Apr 2016  12:23,-,-,-,1.00,1.00,1.00,0.67,0.67,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70972970f4dc1c4d16ff13816aa7df33,63413f47a2cdada192e231cc9ae4f4cb,4c6c23ff458e0354a3e7d199ac74b464,347299b0770e74217811dadd8ef99095,,,c395a52927b4b534953010b0941809d7,Finished,25 Apr 2016  14:36,25 Apr 2016  14:55,19 mins 13 secs,18.89,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.78,1.00,0.89,1.00,1.00,1.00,1.00,0.67,0.67,1.00,1.00
e63acfca6d778ac22970911a7439de49,0f8d2a8f77d6e39b5249a79c64bb63c1,e61fa7e50be0bf103abf687d3e53270f,bf5cdcff07b298f8db278ab6152d50dd,,,8b5011aede797866f85853f9fb725747,Finished,25 Apr 2016  15:41,25 Apr 2016  16:18,37 mins 16 secs,16.94,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.89,0.89,0.56,1.00,1.00,1.00,1.00,0.89,1.00,0.67,0.00,1.00,0.17
f3c8e4eeed184645ebb8bcc1934d88a6,5f0b3c8e2b75b1677ec6b1924c24d438,88a2581111eb2ef3dad60e0fea40c84c,b7955f51acf16af8286e5231b4c73164,,,827ba90efaf0e7851b01077d3dcb7c44,Finished,25 Apr 2016  15:57,26 Jun 2016  00:59,61 days 9 hours,17.75,1.00,1.00,1.00,1.00,0.67,0.67,1.00,0.67,1.00,0.33,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,0.75
efc43a3b942d4d7e766aafc807af159a,32c867d1bd4ea7edce71ede330047b93,24165314b210f919c0d2136483b6fc94,a7cefc21b41fb80e76fe1f30979b9906,,,a62966f2361d73e9c701dd1899cc5245,Finished,25 Apr 2016  16:42,25 Apr 2016  18:02,1 hour 19 mins,18.61,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,0.67,1.00,1.00,0.89,1.00,1.00,0.33,1.00,0.83
0b4f0beaa1a93278cf0ad505b85a711a,ce89f0fbd24cd8d4ab64807ed59d8cff,496001eab69764846a27d71508d487e2,25de209c13403f584f8d1c308278e309,,,4312ab7fd6566d2f26ac478e60d8eb1e,In progress,25 Apr 2016  17:51,-,-,-,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dd916d3ab33bfa252e311aea86adfa73,98a88905f5609696dd0558c14844e797,37e5d3e7e97d2917d1a131eb8fdff187,a34e032f8520c3a355b68c45690b7f38,,,5aa09db476b6afe25bbacee9054fd959,Finished,25 Apr 2016  19:51,19 Jul 2016  18:40,84 days 22 hours,17.00,1.00,1.00,0.67,0.67,1.00,0.67,0.89,1.00,0.78,0.78,1.00,0.44,1.00,1.00,0.89,0.67,0.67,1.00,0.89,1.00
20bfc75e7bcbb2034ed6317828c65d61,6dee60b243deaff8258f2368f0a46404,edad2392bb613edfee41a77a031112fb,7b85f00d823176a856a5ea0006256a78,,,ad99b6ac1f0d333b806df59496c94d1b,Finished,25 Apr 2016  20:41,25 Apr 2016  21:36,55 mins 21 secs,13.67,1.00,1.00,0.67,1.00,0.89,0.44,0.33,0.67,1.00,0.89,0.89,0.67,0.67,0.33,0.44,1.00,1.00,0.33,0.11,0.33
ed853e8703a3e85e36afa1855248fce6,d352273a77ea63e8d362ea369e8b8152,2116f67a7cecf8326e2fe8132d1cf967,5c49b77b581a7ea8b1945266024e0d11,,,c5b841d1d1342fc2f8e81ffbc851b352,Finished,26 Apr 2016  04:59,26 Apr 2016  05:28,29 mins 15 secs,19.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,0.33,0.89,1.00
eb2b99850406cca9e74e43c051469e42,8cccc81e2e9ba0685fbb59e16aa713b1,6259a214d43560dcb2e726670f19c22b,bb8e5d08204e257c2912e26645127722,,,d06867d7aad3ea469fe673afa08c2f69,Finished,26 Apr 2016  05:04,24 Jun 2016  23:00,59 days 17 hours,19.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.44,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00
0372480e0df4f5833e7d575c0d0169a0,77b37e79d50ec0dc4b8a7cd2592de052,73fb308a809f08e29a5cda651ef867b8,5cc2edf21ffbb22028fd318b544022e2,,,4f8001cb921e559f04fb131e50f64a03,Finished,26 Apr 2016  13:20,26 Apr 2016  16:15,2 hours 54 mins,17.78,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.67,1.00,0.67,0.67,1.00,1.00
87fd8608cd6bded591bf53bff870d006,2477a8aba82de6eaa7c73b0d6843f63e,9184df2a9387f0d274f3b46105491b52,9a47fc13740235d52e148fb3f57b062e,,,ba3a19b5b7e4b0283571912b39f0ec25,In progress,26 Apr 2016  16:07,-,-,-,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0372480e0df4f5833e7d575c0d0169a0,77b37e79d50ec0dc4b8a7cd2592de052,73fb308a809f08e29a5cda651ef867b8,5cc2edf21ffbb22028fd318b544022e2,,,4f8001cb921e559f04fb131e50f64a03,Finished,26 Apr 2016  16:15,26 Apr 2016  17:17,1 hour 2 mins,18.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,0.67,1.00,0.67,0.33,0.89,0.83
0372480e0df4f5833e7d575c0d0169a0,77b37e79d50ec0dc4b8a7cd2592de052,73fb308a809f08e29a5cda651ef867b8,5cc2edf21ffbb22028fd318b544022e2,,,4f8001cb921e559f04fb131e50f64a03,Finished,26 Apr 2016  17:18,26 Apr 2016  17:42,24 mins 20 secs,19.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00
83836dc2c4f421fa59639215870db3fc,806ff86016a60050f5a9a10d09610293,4fcb3a7ceddcb70c8657b43ddc1834d4,d33d4bb5eef498879a0f7e2b75cb3bf8,,,2fa25ab52b5ede840c319c596ecd5869,Finished,26 Apr 2016  20:25,26 Apr 2016  21:49,1 hour 23 mins,16.11,1.00,1.00,0.67,1.00,0.67,0.89,1.00,0.44,1.00,0.44,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.33,1.00,0.00
08130c88863eddb1cf34fdaffabe6b7b,d270e1fa1caa91e9040f4b3fa3593f69,d4df9b9771d3ef39e6aea9f05e8804f5,5bb243d250921eaa78420360f1e13089,,,1ab18d244dd06b537a1b8f74cb9894ff,Finished,26 Apr 2016  21:46,26 Apr 2016  23:25,1 hour 38 mins,15.33,1.00,1.00,0.33,0.33,0.78,0.78,1.00,1.00,1.00,0.33,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.89,0.00
0dc2031387980b1960a2625006e81060,1b29b98d94f1e06721c80b685bb624f1,6706a882585ab485b9ef2af1bc6787f1,3b8334744b67abda525a27641d42368c,,,57b7bbb8cda2b41b5cd5d74e9aa15b2c,Finished,26 Apr 2016  23:22,27 Apr 2016  00:01,39 mins 40 secs,17.67,1.00,1.00,1.00,1.00,0.89,0.78,1.00,0.44,1.00,1.00,1.00,0.89,1.00,1.00,0.67,1.00,1.00,0.33,1.00,0.67
b6cae2725cbf448b6fc2b859cab57183,da15812462673837cf3a9f48a9f335fa,8872ff2d95d07982a216f7ab3b7a7200,c7a65af15996245b3659615eeceac7fc,,,0b9e32c1ed15cd0350a9cf190cab0c8c,Finished,27 Apr 2016  19:09,29 Jun 2016  11:35,62 days 16 hours,15.94,1.00,0.67,0.67,1.00,0.78,0.67,0.50,0.89,1.00,0.22,1.00,1.00,1.00,0.00,0.67,1.00,1.00,1.00,0.89,1.00
12f014f362fd2e9b73ef7dc66019ac05,5795f98520d3d04f027bdde7ef239215,93066f55edae5be1830eb78c319c7269,ede78afaf46a7a29bbee7eaa80da8ec2,,,64be1595f3d37fac84b2c3b99208cad9,Finished,28 Apr 2016  10:58, 2 May 2016  20:21,4 days 9 hours,17.36,1.00,1.00,1.00,1.00,0.78,0.67,0.89,0.89,0.67,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00,0.33,0.89,0.92
f5ce361152e0d29e6240db9994f17d6f,f20f0a2359919cb4832c31de000c17ed,c9490ff46caa1cc8552c1fc489ebdc2e,110c1655f01ef9b96cac946ecbecccb3,,,e495f71a963b054dd1bfb1299f6c026e,Finished,28 Apr 2016  14:29,28 Apr 2016  15:36,1 hour 7 mins,19.89,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
92dad8dcc3caabc9a56b92134a286899,b085f765f7287894e44abdfe51f1ff65,dd2b97937be0217ae8c74c35f8e2d9cd,f4e5b4dca9129c8fa4dd8723ff21eb6b,,,28988c138e0cd9ae530773fb047dea66,Finished,28 Apr 2016  18:07,28 Apr 2016  19:11,1 hour 3 mins,17.78,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,0.56,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.78,0.33
114ab26b0edad16074f9bab4c4acc3f4,87a625462a61f862f5055970817e7766,3d9b21b4dcf9c554ae389f2f4c4dd678,a6b8c7cf17638a340731dd2e55bceace,,,2bb7ee391dc012bbab222b8274709d59,In progress,29 Apr 2016  07:13,-,-,-,1.00,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
799c93a632497eb6d8402abe19a98f17,b4cf6c2e1b2cc9c9775b87932bd14b5a,34e964b5e6b4fa040cf517f5d617bab0,b7b5ee4870d583358d862c3b685f3a19,,,4ad382fee1f33e9be0a4b9dec543cdc4,Finished,29 Apr 2016  14:07,29 Apr 2016  14:26,19 mins 17 secs,18.56,1.00,1.00,1.00,1.00,0.89,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,1.00,0.56,1.00
d4772c86fe262e836ab67625f3bda1b5,fce83b6fbf708d04f54d1db8737aacd4,4c39a0706e92174ca030164103ccf38c,d1cf097e0b3853314237fa255170ae07,,,c9c1bceef281bbb8537c76abcc77916b,Finished,29 Apr 2016  14:47,16 May 2016  15:33,17 days,13.44,1.00,1.00,0.67,0.67,0.89,0.56,1.00,0.67,0.89,0.67,0.78,1.00,1.00,0.00,0.33,1.00,0.67,-,0.33,0.33
1fc29548017506669b2ebc285230602b,25c5673a998d9b1f9bd3416aba9f7724,1d82e5060eed620cdfa9045301e42ed4,7834adcce14889db3cce59fd0c8b9ee1,,,db5c1ef4c038e0c20487c374bdd3b59e,Finished,30 Apr 2016  16:13,30 Apr 2016  16:41,28 mins 55 secs,16.42,1.00,1.00,1.00,0.33,0.89,0.11,0.89,1.00,0.89,0.78,1.00,1.00,1.00,1.00,0.44,1.00,1.00,0.67,1.00,0.42
0a255a8b63de8270a256518072ef3687,7a6b50e93a7f721f9c5fee3d0ce1030d,9eed7c3778c300a16ad6c06a735860d5,4c9e22644af84cc58f32b5f5488418b6,,,4451873a7ba07988079b8cb7e7d13e2e,Finished, 1 May 2016  10:42,21 May 2016  12:28,20 days 1 hour,15.67,1.00,0.67,1.00,0.33,0.89,0.78,1.00,1.00,1.00,0.78,0.89,0.44,1.00,1.00,1.00,1.00,1.00,-,0.89,0.00
b725997ebd353c11e7aa1b5e4fc0c885,9989761700ea4b3843fe734910de863e,7c880b647c81efedf1a9965cab6679dd,5a5956be712b85e19e2b26af209a6012,,,3ceceef24244d422f77e5fa718ebbcb8,Finished, 1 May 2016  14:58, 1 May 2016  15:36,38 mins 19 secs,17.39,1.00,1.00,0.67,1.00,1.00,0.78,1.00,0.89,1.00,1.00,0.89,1.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,0.50
6e35eb83b1da7d4529b3d5192fcfb4bd,fe9789eaaf378fc8d3b0630648e73d27,d1ce60e535210e74e95e9ef84bd7d0ee,491c37e2919dad18cf30db03f860d13a,,,7a1b17d740fb96e700ab580044e26de3,Finished, 1 May 2016  16:59, 1 May 2016  17:45,45 mins 22 secs,14.97,1.00,1.00,0.67,1.00,1.00,0.56,0.42,1.00,1.00,0.56,1.00,0.11,1.00,1.00,0.67,1.00,1.00,0.00,1.00,0.00
c2bbfca3e788651de1a81ada8e95878f,775f603a0867b9d3709cc465c11039d2,9e69df6a770d67b291b891698d288a87,5055e33d802c696a34a00988d683781a,,,addf2a009b3acd4ca378c2c1e9b841a1,In progress, 1 May 2016  18:13,-,-,-,1.00,1.00,1.00,1.00,0.89,0.33,0.33,0.89,0.78,0.67,0.89,1.00,1.00,1.00,0.89,1.00,1.00,0.33,0.22,0.83
b1dddb103df4a6aaf2152f6b0ada2530,3d1f79c0c2488ee4ef2bb2542f1d1491,08f77b4cb2e4e6a15d250dcd0606ebe0,89ecc6bccc66ecec92bc995d15242b7a,,,eb76a5397fd8a79cafd1cd85e89a1deb,Finished, 2 May 2016  08:52,12 Jun 2016  10:56,41 days 2 hours,18.94,1.00,1.00,1.00,0.67,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.83
11a10cf250ad6a8131f80946418f80ed,98028d86a56eec82aa1b59d5a5fb25ea,afd640388787ce605b7eff52d3ef1e70,fb13babdece854f3671fa859e42b37ac,,,e6a3d17599e20ce69f9e9374b47f6ffd,Finished, 2 May 2016  13:55, 2 May 2016  14:56,1 hour,17.50,1.00,1.00,0.67,1.00,1.00,1.00,0.83,0.44,1.00,0.56,1.00,0.89,1.00,1.00,0.56,1.00,1.00,1.00,0.89,0.67
9432877f53354a26c648d069171ea612,0b3647a28c18d65c33caa664dfbd5ec3,d103da59041b58ee08fdd270e0e24878,314a6629d2cbe81cb72ec25ea7fde34d,,,e54417d4858d245cc3a59dd670ecf739,Finished, 2 May 2016  20:52, 2 May 2016  21:25,33 mins 22 secs,13.31,1.00,1.00,0.33,1.00,0.89,0.67,1.00,0.67,0.00,0.67,0.00,0.33,1.00,1.00,0.44,1.00,0.67,0.00,0.89,0.75
fc3b79a0eb02a3cf3c05cbaa5d1116a6,f15f34a2946c884a255a9c4dcbb883db,038eeb9564519a30b91af4f8373ac8ab,ceea7375a272f464ec2bd0d70e4f6e5e,,,6a9773e72b5ad404e66ed9e8ef4b44e3,Finished, 5 May 2016  14:09, 5 May 2016  14:51,42 mins 17 secs,18.78,1.00,1.00,1.00,1.00,0.89,0.78,1.00,1.00,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
a20cd95911348c29899fdcb16800bb21,685d1f2d39e6ea8b799b727af59e2b5f,f3478496c320f33f6a22d52ef546905f,650dec0b27076180e33bad0105b0773b,,,e0cd53c2fcd143a73d6b781be366039d,In progress, 5 May 2016  23:57,-,-,-,1.00,1.00,0.67,1.00,0.89,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-
5a60bc497da54d9c068771dcdb98de4b,61a5e06e4053e3e996ef94cf7fb7a779,caa9c03e626593064d9ff68654f74f9f,6727f1b4883b2e787cffeb61163f28e9,,,9529ef3c188b0f6d40f1a778717a5f3f,Finished, 6 May 2016  14:50, 6 May 2016  15:23,33 mins 7 secs,14.44,1.00,1.00,0.67,1.00,0.78,0.56,0.67,0.22,0.44,0.56,0.33,0.22,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
914d7b1a3dc763d7cf2155bcacdbafcb,952b788dcf541c8a773fa632a5734d01,84cdfb08e564cfd53a65d37d094339ab,ae563e95977f07e85197a2c706cec630,,,a7bccd48ca31b6674f642f3682b06f9b,Finished, 6 May 2016  22:33, 4 Jul 2016  00:14,58 days 1 hour,18.33,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,0.78,0.89,0.33,1.00,1.00,0.89,0.67,1.00,1.00,1.00,1.00
831b8906e57f7767752a4323709bbb14,8e7959750e0c23d0de04342b8b2dadef,cb38da9f938e864ce7b8debf0af887b1,db5cd4ec58925719e3e024d237a89071,,,7b3a8db9d24295a4ac4739afc9b00099,Finished, 8 May 2016  17:26, 8 May 2016  20:04,2 hours 38 mins,16.17,1.00,0.67,1.00,1.00,0.89,0.67,1.00,0.89,1.00,0.00,0.89,0.89,1.00,1.00,0.44,1.00,1.00,0.67,1.00,0.17
e0f075df406958b86c90cf99d0e68cf6,e9f4fa1bced73a5f3c194f661bc75f3e,facf7be31527cb5c0eb77dbde5b86a42,c35ed59314f140af7e30f7526fbcdcb3,,,69872a09bf6d96cdf2d3a81a5cbef8fb,Finished, 9 May 2016  21:24, 9 May 2016  21:55,30 mins 59 secs,19.33,1.00,1.00,1.00,1.00,1.00,0.89,0.89,0.89,0.89,1.00,1.00,0.89,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00
641aa90b0715507fb17303eabe7ee8d0,c397a8e2f99503718a8ab97cca471a5f,5b9e86cacbb25fae3525a3b0473fd60f,fcac2cd2ae8de18e4d2ab823411a4e25,,,65d54b70410b60b8cb03c6172346f815,Finished,10 May 2016  01:40,10 May 2016  02:19,38 mins 56 secs,19.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00
4b4b0b0fdcf2b8aa2dca2633612c78c8,4fbcce01cf3b4ab13c676fdea1dc502b,a2e630f4a5137e53e7e792230d4e5592,7b9a664e8d596e994d37a8abf6882b4c,,,85d8d140c4f2403b0bec1e72d41a8cf7,In progress,10 May 2016  17:52,-,-,-,1.00,0.67,1.00,1.00,0.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
08130c88863eddb1cf34fdaffabe6b7b,d270e1fa1caa91e9040f4b3fa3593f69,d4df9b9771d3ef39e6aea9f05e8804f5,5bb243d250921eaa78420360f1e13089,,,1ab18d244dd06b537a1b8f74cb9894ff,Finished,10 May 2016  21:44,10 May 2016  22:51,1 hour 6 mins,18.33,1.00,1.00,1.00,1.00,0.78,1.00,0.83,0.89,1.00,0.44,1.00,1.00,1.00,0.67,0.89,1.00,1.00,1.00,1.00,0.83
c1dbf91a05bf811c31c58a48849c6fd6,df9e3cb688a228048de39100052cded9,cf7da9ad27bc820d5d49ca70606c428e,64b3e8dfad1d6dc8cb23905ef50b85fc,,,c5d8019cdf1c9a4fdd9f2b24a3203dd9,Finished,11 May 2016  10:33,11 May 2016  10:53,20 mins 3 secs,18.58,1.00,1.00,1.00,1.00,1.00,0.89,1.00,0.89,1.00,0.44,0.89,0.89,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.92
b10b42f43799387fab012ce574b03134,f0c0b593f63bf1f0d2175becc31415eb,722a7bb12018224da8d69a8348210203,184995ce7ac197b6752aac38c4072ebd,,,b06447b8e02fe54eaf99edce97024606,In progress,11 May 2016  15:35,-,-,-,1.00,1.00,0.67,1.00,0.89,0.56,0.83,1.00,1.00,0.56,1.00,0.78,0.67,0.00,0.89,1.00,1.00,0.00,1.00,0.50
308dd3a420f8867f4facc8b7f48cab68,c16b6497de52051bf1f88a632000359e,826067f433e214a4f26ef4aafde630a2,91a13cb8c554e4969b5c6472bdd61fcd,,,2cf645f4ac0e887ba72d2928840e2743,In progress,11 May 2016  20:24,-,-,-,1.00,1.00,1.00,1.00,0.89,1.00,0.78,0.67,1.00,0.67,-,-,-,-,-,-,-,-,-,-
0d307adc449249195e3a425388cae697,18c8365f3e3e31b7bd44195fbc03728f,ec59e61a9347c731c64185448738b135,2a26259f56e24105a9bea9fb46974948,,,cadcac2922f02c776875408c8c10b2f6,In progress,11 May 2016  20:39,-,-,-,1.00,1.00,1.00,1.00,0.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
831af1cebb8bf11e8ea7b46d2323e39b,d60ffdc69130295f475860010f282ab4,2811f43b86db7c50e4440a8c8833fe08,61dca752e55ac5e60fdbcf641d733952,,,bd20457445751c6aad84254a2e101beb,Finished,11 May 2016  20:49,11 May 2016  21:34,45 mins 29 secs,17.17,1.00,0.33,1.00,1.00,0.67,1.00,0.83,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.00,1.00,1.00
5eb16af094f7f035be51a65fa741b963,98af0994fb1e54a0840f9a708d742291,2f7c3bf207603cbfdfffef34ef6a42c0,d013f51b99b7abb122f5b7a8e9634153,,,b792fccb7e2c95c1fa0100d691980c09,Finished,13 May 2016  14:54,13 May 2016  15:53,58 mins 15 secs,16.44,1.00,1.00,1.00,1.00,1.00,0.78,0.83,1.00,0.89,0.78,0.89,1.00,1.00,1.00,0.89,1.00,1.00,0.00,0.22,0.17
92e065c3f075f0e9064aa9545c626718,1f85f52ef3a1e88211c59f5317d6bbcd,c61f1a89c3e55296fd139d8e219edf94,d51262c4545ce1fc332f147ab0916d04,,,e5310c042214b73df7a33e01721f591c,Finished,14 May 2016  11:52,14 May 2016  12:29,37 mins 7 secs,17.22,1.00,1.00,1.00,1.00,1.00,0.44,1.00,0.44,0.89,1.00,1.00,1.00,1.00,1.00,0.56,1.00,0.33,0.67,0.89,1.00
e63c0acf038d73c63f5ae1912896e4f2,f6af0df42ebbdf35ff4a8e5dc15dd1c1,a92a04dbad400dd3dc91f120ab539b03,abff7d751d945f90cdc3612aae529466,,,2e41cd806a3a30f9a8953cbbc3bbb2f7,Finished,14 May 2016  11:53,14 May 2016  12:08,14 mins 57 secs,19.44,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.67
4e9ca87d8c83f273da541ded2b4e6eef,f6adf27edf5c4bcac667d6833d6074d7,78fb17b10a95c97e9c34f111dc41cffd,047f18978764e3dd82c68929df79117e,,,0045536ab1b1d670cef84b2e6a0962ce,Finished,14 May 2016  12:52,14 May 2016  13:49,56 mins 59 secs,17.92,1.00,0.67,1.00,0.67,1.00,0.00,0.92,0.89,1.00,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ff6ee8168dae41a0745ae86da943256a,489d206df1ed3dcafbc9d626f37a4ea9,be8dfa58086fde6dde26b9d351867a6e,e79e0a902eb53e6088506ffd97cf4aba,,,fd870281d0a20fa1d4a47d69b8e24dfc,In progress,14 May 2016  15:36,-,-,-,1.00,1.00,1.00,1.00,1.00,0.33,1.00,0.56,-,-,-,-,-,-,-,-,-,-,-,-
3979c3bc1effc5140ae7d25a30d765a3,d4954f4159101b103bd24eecc1f5b95c,13c54dff4a74af3f2d3665d790a83c8d,52eab86fc8f482f5a293250a81fe977b,,,91d5a85e44d4dda776b42261f0ee534b,Finished,14 May 2016  19:42,14 May 2016  23:03,3 hours 20 mins,19.72,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,0.83
25cc00b401c43091a91d35cd35bb9cdf,661375c0a2c8fe9d8358dc5f50ed1943,9962671eb006b750a4f4737de34d5c33,41ac6b69d50610b33d1412d90723c305,,,d2da11f386f73c0b02f816f70960ea40,Finished,16 May 2016  13:09,16 May 2016  13:58,48 mins 43 secs,16.97,1.00,1.00,1.00,1.00,0.89,0.78,0.92,0.67,0.67,0.56,0.11,1.00,1.00,1.00,0.89,1.00,1.00,0.67,1.00,0.83
96e9cf2714c60f7f918f2254b52ba67e,ce98942bcf4adfd13df0a1ceffe45fff,115f928164308964c79db511ae6a67cb,e1704f90ffdc2aea245780e8ed6c1c91,,,7bebcbbf17f36f69c9dbd790c05b1ea9,Finished,16 May 2016  21:56,17 May 2016  21:53,23 hours 56 mins,18.06,1.00,1.00,1.00,1.00,0.78,1.00,0.50,1.00,0.67,0.89,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,0.67,1.00
